phase,date,locality,state,event_type_raw,exclude_reason
2,1/18/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/19/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/20/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/21/2021,Norwalk,CT,strike; picket,strike_out_of_scope
2,1/21/2021,Saint Paul Park,MN,strike,strike_out_of_scope
2,1/21/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/21/2021,New York,NY,strike,strike_out_of_scope
2,1/22/2021,Norwalk,CT,strike; picket,strike_out_of_scope
2,1/22/2021,Saint Paul Park,MN,strike,strike_out_of_scope
2,1/22/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/23/2021,Norwalk,CT,strike; picket,strike_out_of_scope
2,1/23/2021,Saint Paul Park,MN,strike,strike_out_of_scope
2,1/23/2021,New York,NY,strike; picket,strike_out_of_scope
2,1/24/2021,Norwalk,CT,strike; picket,strike_out_of_scope
2,1/24/2021,Saint Paul Park,MN,strike,strike_out_of_scope
2,1/25/2021,Norwalk,CT,strike; picket,strike_out_of_scope
2,1/25/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,1/26/2021,Norwalk,CT,strike,strike_out_of_scope
2,1/26/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,1/27/2021,Norwalk,CT,strike,strike_out_of_scope
2,1/28/2021,Norwalk,CT,strike,strike_out_of_scope
2,1/29/2021,Norwalk,CT,strike,strike_out_of_scope
2,1/29/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,1/30/2021,Norwalk,CT,strike,strike_out_of_scope
2,1/30/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,1/31/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,2/1/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,2/1/2021,Philadelphia,PA,demonstration; hunger strike,strike_out_of_scope
2,2/2/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,2/4/2021,Oxnard,CA,walkout; picket,walkout_labor_precutoff
2,2/4/2021,Chicago,IL,hunger strike,strike_out_of_scope
2,2/5/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/6/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/7/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/8/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/9/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/10/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/11/2021,Burlingame,CA,strike; picket,strike_out_of_scope
2,2/11/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/12/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/13/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/14/2021,Saint Paul Park,MN,strike; picket; caravan,strike_out_of_scope
2,2/14/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/15/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/16/2021,Milpitas,CA,strike; picket,strike_out_of_scope
2,2/16/2021,Oakland,CA,strike; picket,strike_out_of_scope
2,2/16/2021,Sacramento,CA,strike; picket,strike_out_of_scope
2,2/16/2021,San Jose,CA,strike; picket,strike_out_of_scope
2,2/16/2021,Kissimmee,FL,strike; picket,strike_out_of_scope
2,2/16/2021,Miami,FL,strike; picket,strike_out_of_scope
2,2/16/2021,Orlando,FL,strike; picket,strike_out_of_scope
2,2/16/2021,Tampa,FL,strike; picket,strike_out_of_scope
2,2/16/2021,Atlanta,GA,strike; picket,strike_out_of_scope
2,2/16/2021,Chicago,IL,strike; picket,strike_out_of_scope
2,2/16/2021,Detroit,MI,strike; picket,strike_out_of_scope
2,2/16/2021,Flint,MI,strike; picket,strike_out_of_scope
2,2/16/2021,Burgaw,NC,strike; picket,strike_out_of_scope
2,2/16/2021,Durham,NC,strike; picket; caravan,strike_out_of_scope
2,2/16/2021,Raleigh,NC,strike; picket,strike_out_of_scope
2,2/16/2021,New York,NY,strike; demonstration,strike_out_of_scope
2,2/16/2021,Springfield,OR,strike; picket,strike_out_of_scope
2,2/16/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/16/2021,Charleston,SC,strike; picket,strike_out_of_scope
2,2/16/2021,Houston,TX,strike; picket,strike_out_of_scope
2,2/16/2021,Richmond,VA,strike; picket,strike_out_of_scope
2,2/16/2021,Milwaukee,WI,strike; picket; caravan,strike_out_of_scope
2,2/17/2021,Angola,LA,hunger strike,strike_out_of_scope
2,2/17/2021,South Whitehall Township,PA,strike; picket,strike_out_of_scope
2,2/22/2021,Topeka,KS,protest; hunger strike,strike_out_of_scope
2,2/23/2021,Chicago,IL,vigil; hunger strike,strike_out_of_scope
2,2/24/2021,El Paso,TX,walkout,walkout_labor_precutoff
2,2/28/2021,Houston,TX,demonstration; rent strike,strike_out_of_scope
2,3/4/2021,Bourbonnais,IL,strike; picket,strike_out_of_scope
2,3/4/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/5/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/6/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/6/2021,Houston,TX,rally; rent strike,strike_out_of_scope
2,3/7/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/8/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/8/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/9/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/9/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/10/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/10/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/11/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/11/2021,Saint Paul Park,MN,strike; picket,strike_out_of_scope
2,3/11/2021,Saint James,MO,strike; picket,strike_out_of_scope
2,3/11/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/12/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/12/2021,Bend,OR,strike; picket,strike_out_of_scope
2,3/13/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/13/2021,Chillum,MD,demonstration; rent strike,strike_out_of_scope
2,3/14/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/15/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/15/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/16/2021,Westborough,MA,strike; picket,strike_out_of_scope
2,3/16/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/16/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/16/2021,New York,NY,demonstration; hunger strike,strike_out_of_scope
2,3/17/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/17/2021,New York,NY,march; rally; hunger strike,strike_out_of_scope
2,3/17/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/18/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/18/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/18/2021,New York,NY,demonstration; hunger strike,strike_out_of_scope
2,3/18/2021,White Plains,NY,rally; hunger strike,strike_out_of_scope
2,3/19/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/19/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/19/2021,New York,NY,demonstration; hunger strike,strike_out_of_scope
2,3/19/2021,White Plains,NY,rally; hunger strike,strike_out_of_scope
2,3/20/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/21/2021,Florence,AZ,hunger strike,strike_out_of_scope
2,3/21/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/22/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/22/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/23/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/23/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/23/2021,Yonkers,NY,demonstration; hunger strike,strike_out_of_scope
2,3/23/2021,Houston,TX,picket; rent strike,strike_out_of_scope
2,3/24/2021,San Francisco,CA,strike; picket,strike_out_of_scope
2,3/24/2021,San Francisco,CA,strike; picket,strike_out_of_scope
2,3/24/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/24/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/24/2021,New York,NY,rally; hunger strike,strike_out_of_scope
2,3/25/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/25/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/26/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/26/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/27/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/27/2021,New York,NY,rally; hunger strike,strike_out_of_scope
2,3/27/2021,New York,NY,picket; strike,strike_out_of_scope
2,3/28/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/28/2021,Langley Park,MD,demonstration; rent strike,strike_out_of_scope
2,3/28/2021,New York,NY,rally; hunger strike,strike_out_of_scope
2,3/29/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/29/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/29/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,3/30/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/30/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/30/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,3/30/2021,Brackenridge,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Canton Township,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Latrobe,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Monaca,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Natrona Heights,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Oakdale,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Rochester,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Vandergrift,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Washington,PA,strike; picket,strike_out_of_scope
2,3/30/2021,Zelienople,PA,strike; picket,strike_out_of_scope
2,3/31/2021,Washington,DC,banner drop; demonstration; rent strike,strike_out_of_scope
2,3/31/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,3/31/2021,New York,NY,strike; picket,strike_out_of_scope
2,3/31/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,4/1/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/1/2021,Washington,DC,demonstration; hunger strike,strike_out_of_scope
2,4/1/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/1/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/1/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,4/1/2021,New York,NY,demonstration; hunger strike,strike_out_of_scope
2,4/2/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/2/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/2/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/2/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,4/3/2021,Adger,AL,strike; picket,strike_out_of_scope
2,4/3/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/3/2021,Washington,DC,rally; protest; hunger strike,strike_out_of_scope
2,4/3/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/3/2021,New York,NY,hunger strike; rally,strike_out_of_scope
2,4/4/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/4/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/4/2021,Henrietta,NY,walkout,walkout_labor_precutoff
2,4/5/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/5/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/5/2021,Albany,NY,demonstration; march; hunger strike,strike_out_of_scope
2,4/5/2021,New York,NY,rally; hunger strike,strike_out_of_scope
2,4/6/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/6/2021,Washington,DC,demonstration; hunger strike,strike_out_of_scope
2,4/6/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/6/2021,Albany,NY,demonstration; hunger strike,strike_out_of_scope
2,4/7/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/7/2021,Chicago,IL,walkout,walkout_labor_precutoff
2,4/7/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/7/2021,Trenton,NJ,demonstration; march; hunger strike,strike_out_of_scope
2,4/8/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/8/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/8/2021,Houston,TX,picket; rent strike,strike_out_of_scope
2,4/9/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/9/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/9/2021,Elizabeth,NJ,demonstration; march; hunger strike,strike_out_of_scope
2,4/10/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/10/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/11/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/11/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/12/2021,Brookwood,AL,strike,strike_out_of_scope
2,4/12/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/13/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/13/2021,Washington,DC,vigil; hunger strike,strike_out_of_scope
2,4/13/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/13/2021,Passaic,NJ,demonstration; hunger strike,strike_out_of_scope
2,4/14/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/14/2021,Los Angeles,CA,walkout,walkout_labor_precutoff
2,4/14/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/14/2021,Newark,NJ,demonstration; hunger strike,strike_out_of_scope
2,4/15/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/15/2021,Chicago,IL,strike; picket,strike_out_of_scope
2,4/15/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/16/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/16/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/17/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/17/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/18/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/18/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/19/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/19/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/19/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/20/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/20/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/20/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/21/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/21/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/21/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/21/2021,Tunkhannock,PA,strike; picket,strike_out_of_scope
2,4/22/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/22/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/22/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/22/2021,Tunkhannock,PA,strike; picket,strike_out_of_scope
2,4/23/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/23/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/23/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/24/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/24/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/24/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/25/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/25/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/25/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/26/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/26/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/26/2021,Greenville,MS,strike,strike_out_of_scope
2,4/26/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/26/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/26/2021,Klamath Falls,OR,strike; picket,strike_out_of_scope
2,4/27/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/27/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/27/2021,Greenville,MS,strike,strike_out_of_scope
2,4/27/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/27/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/27/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/27/2021,Klamath Falls,OR,strike; picket,strike_out_of_scope
2,4/28/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/28/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/28/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/28/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/29/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/29/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/29/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/29/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/29/2021,Klamath Falls,OR,strike; picket,strike_out_of_scope
2,4/30/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,4/30/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,4/30/2021,New York,NY,strike; picket,strike_out_of_scope
2,4/30/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/1/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/1/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/1/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/1/2021,Beaumont,TX,strike; picket line,strike_out_of_scope
2,5/2/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/2/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/2/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/3/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/3/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/3/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/3/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/4/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/4/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/4/2021,Scarborough,ME,strike; picket,strike_out_of_scope
2,5/4/2021,Wells,ME,strike; picket,strike_out_of_scope
2,5/4/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/4/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/5/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/5/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/5/2021,New York,NY,protest; strike; picket,strike_out_of_scope
2,5/5/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/6/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/6/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/6/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/6/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/7/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/7/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/7/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/7/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/8/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/8/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/8/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/9/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/9/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/9/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/10/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/10/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/10/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/10/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/11/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/11/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/11/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/11/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/12/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/12/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/12/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/12/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/13/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/13/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/13/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/13/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/14/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/14/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/14/2021,Hyattsville,MD,strike; picket,strike_out_of_scope
2,5/14/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/14/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/15/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/15/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/15/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/15/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/16/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/16/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/16/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/17/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/17/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/17/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/18/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/18/2021,Worcester,MA,strike; picket,strike_out_of_scope
2,5/18/2021,New York,NY,strike; picket,strike_out_of_scope
2,5/19/2021,Brookwood,AL,strike; picket,strike_out_of_scope
2,5/19/2021,Mobile,AL,strike,strike_out_of_scope
